"","Date","Away_team","Away_score","Home_team","Home_score","score_diff","site","nuetral","Home_conference","Away_conference"
"1503",2021-12-04,"Campbell",61,"VCU",65,4,"VCU",0,"Atlantic 10","Big South"
"1504",2021-12-04,"Central Arkansas",82,"Arkansas St.",95,13,"Arkansas St.",0,"Sun Belt","Atlantic Sun"
"1505",2021-12-04,"Central Connecticut",45,"New Hampshire",67,22,"New Hampshire",0,"America East","Northeast"
"1506",2021-12-04,"Clemson",75,"Miami FL",80,5,"Miami FL",0,"Atlantic Coast","Atlantic Coast"
"1507",2021-12-04,"Dartmouth",68,"Florida Gulf Coast",78,10,"Florida Gulf Coast",0,"Atlantic Sun","Ivy League"
"1508",2021-12-04,"Delaware St.",58,"Longwood",78,20,"Longwood",0,"Big South","Mid-Eastern Athletic"
"1509",2021-12-04,"Drexel",79,"Princeton",81,2,"Princeton",0,"Ivy League","Colonial Athletic Association"
"1510",2021-12-04,"Duquesne",71,"Marshall",72,1,"Marshall",0,"Conference USA","Atlantic 10"
"1511",2021-12-04,"Eastern Kentucky",80,"Western Kentucky",85,5,"Western Kentucky",0,"Conference USA","Atlantic Sun"
"1512",2021-12-04,"Eastern Washington",92,"Nebraska Omaha",81,-11,"Nebraska Omaha",0,"Summit League","Big Sky"
"1513",2021-12-04,"Gardner Webb",52,"East Carolina",62,10,"East Carolina",0,"American Athletic","Big South"
"1514",2021-12-04,"George Washington",79,"Charlotte",86,7,"Charlotte",0,"Conference USA","Atlantic 10"
"1515",2021-12-04,"Georgia St.",77,"Mercer",83,6,"Mercer",0,"Southern","Sun Belt"
"1516",2021-12-04,"Grambling St.",59,"Connecticut",88,29,"Connecticut",0,"Big East","Southwest Athletic"
"1517",2021-12-04,"Harvard",77,"Massachusetts",87,10,"Massachusetts",0,"Atlantic 10","Ivy League"
"1518",2021-12-04,"High Point",83,"Elon",77,-6,"Elon",0,"Colonial Athletic Association","Big South"
"1519",2021-12-04,"Holy Cross",65,"La Salle",84,19,"La Salle",0,"Atlantic 10","Patriot League"
"1520",2021-12-04,"Incarnate Word",65,"Abilene Christian",98,33,"Abilene Christian",0,"Western Athletic","Southland"
"1521",2021-12-04,"Iowa St.",64,"Creighton",58,-6,"Creighton",0,"Big East","Big 12"
"1522",2021-12-04,"Jackson St.",61,"Illinois St.",55,-6,"Illinois St.",0,"Missouri Valley","Southwest Athletic"
"1523",2021-12-04,"Jarvis Christian",62,"Rice",100,38,"Rice",0,"Conference USA",NA
"1524",2021-12-04,"Lenoir Rhyne",66,"East Tennessee St.",90,24,"East Tennessee St.",0,"Southern",NA
"1525",2021-12-04,"Little Rock",78,"Arkansas",93,15,"Arkansas",0,"Southeastern","Sun Belt"
"1526",2021-12-04,"Louisiana Tech",78,"Santa Clara",75,-3,"Santa Clara",0,"West Coast","Conference USA"
"1527",2021-12-04,"Louisville",73,"N.C. State",68,-5,"N.C. State",0,"Big Sky","Atlantic Coast"
"1528",2021-12-04,"Loyola Chicago",68,"DePaul",64,-4,"DePaul",0,"Big East","Missouri Valley"
"1529",2021-12-04,"Loyola Marymount",77,"Long Beach St.",74,-3,"Long Beach St.",0,"Big West","West Coast"
"1530",2021-12-04,"LSU Shreveport",35,"North Texas",73,38,"North Texas",0,"Conference USA",NA
"1531",2021-12-04,"Maine",66,"Columbia",77,11,"Columbia",0,"Ivy League","America East"
"1532",2021-12-04,"Marquette",76,"Wisconsin",89,13,"Wisconsin",0,"Big Ten","Big East"
"1533",2021-12-04,"Maryland Eastern Shore",81,"Lehigh",75,-6,"Lehigh",0,"Patriot League","Mid-Eastern Athletic"
"1534",2021-12-04,"McNeese St.",58,"Wyoming",79,21,"Wyoming",0,"Mountain West","Southland"
"1535",2021-12-04,"Memphis",63,"Mississippi",67,4,"Mississippi",0,"Southeastern","American Athletic"
"1536",2021-12-04,"Miami OH",68,"Indiana St.",69,1,"Indiana St.",0,"Missouri Valley","Mid-American"
"1537",2021-12-04,"Middle Tennessee",87,"Murray St.",93,6,"Murray St.",0,"Ohio Valley","Conference USA"
"1538",2021-12-04,"Mississippi Valley St.",44,"Grand Canyon",91,47,"Grand Canyon",0,"Western Athletic","Southwest Athletic"
"1539",2021-12-04,"Montana",75,"Northern Colorado",78,3,"Northern Colorado",0,"Big Sky","Big Sky"
"1540",2021-12-04,"Montana St.",68,"Sacramento St.",66,-2,"Sacramento St.",0,"Big Sky","Big Sky"
"1541",2021-12-04,"Mount St. Mary's",55,"Loyola MD",61,6,"Loyola MD",0,"Patriot League","Northeast"
"1542",2021-12-04,"Nebraska",55,"Indiana",68,13,"Indiana",0,"Big Ten","Big Ten"
"1543",2021-12-04,"Norfolk St.",57,"Hampton",58,1,"Hampton",0,"Big South","Mid-Eastern Athletic"
"1544",2021-12-04,"North Carolina Central",66,"UNC Asheville",82,16,"UNC Asheville",0,"Big South","Mid-Eastern Athletic"
"1545",2021-12-04,"North Park",71,"Eastern Illinois",76,5,"Eastern Illinois",0,"Ohio Valley",NA
"1546",2021-12-04,"Northern Arizona",73,"Idaho St.",70,-3,"Idaho St.",0,"Big Sky","Big Sky"
"1547",2021-12-04,"Northern Illinois",41,"Dayton",79,38,"Dayton",0,"Atlantic 10","Mid-American"
"1548",2021-12-04,"Northern Kentucky",57,"Purdue Fort Wayne",71,14,"Purdue Fort Wayne",0,"Horizon League","Horizon League"
"1549",2021-12-04,"Northwestern St.",71,"Louisiana Monroe",84,13,"Louisiana Monroe",0,"Sun Belt","Southland"
"1550",2021-12-04,"Nyack",67,"Seton Hall",113,46,"Seton Hall",0,"Big East",NA
"1551",2021-12-04,"Oakland",78,"IUPUI",45,-33,"IUPUI",0,"Horizon League","Horizon League"
"1552",2021-12-04,"Old Dominion",60,"George Mason",50,-10,"George Mason",0,"Atlantic 10","Conference USA"
"1553",2021-12-04,"Oral Roberts",85,"Houston Baptist",67,-18,"Houston Baptist",0,"Southland","Summit League"
"1554",2021-12-04,"Pacific",57,"Cal St. Fullerton",66,9,"Cal St. Fullerton",0,"Big West","West Coast"
"1555",2021-12-04,"Penn",72,"Temple",81,9,"Temple",0,"American Athletic","Ivy League"
"1556",2021-12-04,"Portland St.",69,"Weber St.",80,11,"Weber St.",0,"Big Sky","Big Sky"
"1557",2021-12-04,"Radford",51,"West Virginia",67,16,"West Virginia",0,"Big 12","Big South"
"1558",2021-12-04,"Rhode Island",52,"Providence",66,14,"Providence",0,"Big East","Atlantic 10"
"1559",2021-12-04,"Robert Morris",69,"Milwaukee",77,8,"Milwaukee",0,"Horizon League","Horizon League"
"1560",2021-12-04,"Saint Joseph's",52,"Villanova",81,29,"Villanova",0,"Big East","Atlantic 10"
"1561",2021-12-04,"Saint Katherine",65,"Dixie St.",97,32,"Dixie St.",0,"Western Athletic",NA
"1562",2021-12-04,"Saint Mary's",58,"Colorado St.",74,16,"Colorado St.",0,"Mountain West","West Coast"
"1563",2021-12-04,"San Diego St.",58,"Michigan",72,14,"Michigan",0,"Big Ten","Mountain West"
"1564",2021-12-04,"SIU Edwardsville",55,"Bradley",80,25,"Bradley",0,"Missouri Valley","Ohio Valley"
"1565",2021-12-04,"South Alabama",74,"Jacksonville St.",64,-10,"Jacksonville St.",0,"Atlantic Sun","Sun Belt"
"1566",2021-12-04,"Southern",62,"Akron",79,17,"Akron",0,"Mid-American","Southwest Athletic"
"1567",2021-12-04,"Southern Miss",41,"Southern Illinois",66,25,"Southern Illinois",0,"Missouri Valley","Conference USA"
"1568",2021-12-04,"Southern Utah",81,"Idaho",75,-6,"Idaho",0,"Big Sky","Big Sky"
"1569",2021-12-04,"Southwestern",60,"Texas A&M Corpus Chris",111,51,"Texas A&M Corpus Chris",0,"Southland",NA
"1570",2021-12-04,"St. Francis PA",75,"Ohio",78,3,"Ohio",0,"Mid-American","Northeast"
"1571",2021-12-04,"Stetson",65,"FIU",72,7,"FIU",0,"NCAA","Atlantic Sun"
"1572",2021-12-04,"Syracuse",63,"Florida St.",60,-3,"Florida St.",0,"Atlantic Coast","Atlantic Coast"
"1573",2021-12-04,"Tennessee",69,"Colorado",54,-15,"Colorado",0,"Pacific-12","Southeastern"
"1574",2021-12-04,"Tennessee Martin",64,"Western Illinois",81,17,"Western Illinois",0,"Summit League","Ohio Valley"
"1575",2021-12-04,"Tennessee St.",49,"Chicago St.",59,10,"Chicago St.",0,"Western Athletic","Ohio Valley"
"1576",2021-12-04,"Tennessee Tech",51,"Evansville",59,8,"Evansville",0,"Missouri Valley","Ohio Valley"
"1577",2021-12-04,"Toledo",68,"Michigan St.",81,13,"Michigan St.",0,"Big Ten","Mid-American"
"1578",2021-12-04,"UAB",77,"Saint Louis",72,-5,"Saint Louis",0,"Atlantic 10","Conference USA"
"1579",2021-12-04,"UMass Lowell",61,"Merrimack",57,-4,"Merrimack",0,"Northeast","America East"
"1580",2021-12-04,"UNLV",62,"San Francisco",83,21,"San Francisco",0,"West Coast","Mountain West"
"1581",2021-12-04,"USC",63,"Washington St.",61,-2,"Washington St.",0,"Pacific-12","Pacific-12"
"1582",2021-12-04,"Vanderbilt",72,"SMU",84,12,"SMU",0,"American Athletic","Southeastern"
"1583",2021-12-04,"Wagner",78,"Stony Brook",49,-29,"Stony Brook",0,"America East","Northeast"
"1584",2021-12-04,"Wake Forest",80,"Virginia Tech",61,-19,"Virginia Tech",0,"Atlantic Coast","Atlantic Coast"
"1585",2021-12-04,"Webster",64,"Southeast Missouri St.",76,12,"Southeast Missouri St.",0,"Ohio Valley",NA
"1586",2021-12-04,"Western Carolina",78,"USC Upstate",73,-5,"USC Upstate",0,"Big South","Southern"
"1587",2021-12-04,"Wiley",76,"Stephen F. Austin",100,24,"Stephen F. Austin",0,"Western Athletic",NA
"1588",2021-12-04,"William & Mary",46,"Davidson",70,24,"Davidson",0,"Atlantic 10","Colonial Athletic Association"
"1589",2021-12-04,"Winthrop",64,"Coastal Carolina",74,10,"Coastal Carolina",0,"Sun Belt","Big South"
"1590",2021-12-04,"Wright St.",75,"Cleveland St.",85,10,"Cleveland St.",0,"Horizon League","Horizon League"
"1591",2021-12-04,"Yale",64,"Auburn",86,22,"Auburn",0,"Southeastern","Ivy League"
"1592",2021-12-04,"Youngstown St.",82,"Green Bay",58,-24,"Green Bay",0,"Horizon League","Horizon League"
"1593",2021-12-05,"Arizona",90,"Oregon St.",65,-25,"Oregon St.",0,"Pacific-12","Pacific-12"
"1594",2021-12-05,"Arizona St.",69,"Oregon",67,-2,"Oregon",0,"Pacific-12","Pacific-12"
"1595",2021-12-05,"Belmont",85,"Samford",73,-12,"Samford",0,"Southern","Ohio Valley"
"1596",2021-12-05,"Bethune Cookman",45,"UCF",81,36,"UCF",0,"American Athletic","Southwest Athletic"
"1597",2021-12-05,"Bryant",58,"Cincinnati",73,15,"Cincinnati",0,"American Athletic","Northeast"
"1598",2021-12-05,"Cal Lutheran",66,"UC Santa Barbara",87,21,"UC Santa Barbara",0,"Big West",NA
"1599",2021-12-05,"Cal Poly",51,"San Diego",52,1,"San Diego",0,"West Coast","Big West"
"1600",2021-12-05,"California",58,"Utah",66,8,"Utah",0,"Pacific-12","Pacific-12"
"1601",2021-12-05,"Carver",40,"North Alabama",103,63,"North Alabama",0,"Atlantic Sun",NA
"1602",2021-12-05,"Charleston Southern",59,"Tarleton St.",57,-2,"Tarleton St.",0,"Western Athletic","Big South"
"1603",2021-12-05,"Chattanooga",85,"Lipscomb",64,-21,"Lipscomb",0,"Atlantic Sun","Southern"
"1604",2021-12-05,"Defiance",43,"Bellarmine",92,49,"Bellarmine",0,"Atlantic Sun",NA
"1605",2021-12-05,"Denver",58,"Texas St.",71,13,"Texas St.",0,"Sun Belt","Summit League"
"1606",2021-12-05,"Detroit Mercy",64,"Illinois Chicago",56,-8,"Illinois Chicago",0,"Horizon League","Horizon League"
"1607",2021-12-05,"Fairfield",81,"Niagara",71,-10,"Niagara",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"1608",2021-12-05,"Fordham",69,"St. John's",83,14,"St. John's",0,"Big East","Atlantic 10"
"1609",2021-12-05,"Georgetown",67,"South Carolina",80,13,"South Carolina",0,"Southeastern","Big East"
"1610",2021-12-05,"Hartford",68,"St. Francis NY",55,-13,"St. Francis NY",0,"Northeast","America East"
"1611",2021-12-05,"Kansas St.",65,"Wichita St.",59,-6,"Wichita St.",0,"American Athletic","Big 12"
"1612",2021-12-05,"Kennesaw St.",62,"Wofford",88,26,"Wofford",0,"Southern","Atlantic Sun"
"1613",2021-12-05,"Keuka",64,"Cornell",122,58,"Cornell",0,"Ivy League",NA
"1614",2021-12-05,"Marist",79,"Rider",67,-12,"Rider",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"1615",2021-12-05,"Milligan",55,"Austin Peay",98,43,"Austin Peay",0,"Ohio Valley",NA
"1616",2021-12-05,"Minnesota",81,"Mississippi St.",76,-5,"Mississippi St.",0,"Southeastern","Big Ten"
"1617",2021-12-05,"Monmouth",79,"Canisius",65,-14,"Canisius",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"1618",2021-12-05,"NJIT",90,"Lafayette",86,-4,"Lafayette",0,"Patriot League","America East"
"1619",2021-12-05,"North Carolina",79,"Georgia Tech",62,-17,"Georgia Tech",0,"Atlantic Coast","Atlantic Coast"
"1620",2021-12-05,"North Florida",41,"Florida Atlantic",76,35,"Florida Atlantic",0,"Conference USA","Atlantic Sun"
"1621",2021-12-05,"Northwestern",67,"Maryland",61,-6,"Maryland",0,"Big Ten","Big Ten"
"1622",2021-12-05,"Northwood MI",57,"Eastern Michigan",79,22,"Eastern Michigan",0,"Mid-American",NA
"1623",2021-12-05,"Ohio St.",76,"Penn St.",64,-12,"Penn St.",0,"Big Ten","Big Ten"
"1624",2021-12-05,"Our Lady of the Lake",64,"Lamar",67,3,"Lamar",0,"Western Athletic",NA
"1625",2021-12-05,"Quinnipiac",90,"Manhattan",73,-17,"Manhattan",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"1626",2021-12-05,"Richmond",60,"Northern Iowa",52,-8,"Northern Iowa",0,"Missouri Valley","Atlantic 10"
"1627",2021-12-05,"Sacred Heart",66,"Brown",79,13,"Brown",0,"Ivy League","Northeast"
"1628",2021-12-05,"Siena",60,"Saint Peter's",58,-2,"Saint Peter's",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"1629",2021-12-05,"Southeastern Louisiana",72,"Troy",68,-4,"Troy",0,"Sun Belt","Southland"
"1630",2021-12-05,"St. Thomas",64,"Drake",74,10,"Drake",0,"Missouri Valley","Summit League"
"1631",2021-12-05,"UMBC",60,"Delaware",70,10,"Delaware",0,"Colonial Athletic Association","America East"
"1632",2021-12-05,"Valparaiso",71,"Western Michigan",60,-11,"Western Michigan",0,"Mid-American","Missouri Valley"
"1633",2021-12-05,"VMI",89,"Seattle",82,-7,"Seattle",0,"Western Athletic","Southern"
"1634",2021-12-05,"Western Illinois",97,"Central Michigan",70,-27,"Central Michigan",0,"Mid-American","Summit League"
"1635",2021-12-05,"Xavier",77,"Oklahoma St.",71,-6,"Oklahoma St.",0,"Big 12","Big East"
"1636",2021-12-06,"Alcorn St.",45,"Houston",77,32,"Houston",0,"American Athletic","Southwest Athletic"
"1637",2021-12-06,"Babson",64,"Harvard",74,10,"Harvard",0,"Ivy League",NA
"1638",2021-12-06,"Columbia",61,"Colgate",89,28,"Colgate",0,"Patriot League","Ivy League"
"1639",2021-12-06,"Delaware St.",60,"Liberty",96,36,"Liberty",0,"Atlantic Sun","Mid-Eastern Athletic"
"1640",2021-12-06,"Illinois",87,"Iowa",83,-4,"Iowa",0,"Big Ten","Big Ten"
"1641",2021-12-06,"Mercer",74,"Coastal Carolina",69,-5,"Coastal Carolina",0,"Sun Belt","Southern"
"1642",2021-12-06,"Millersville",71,"Morgan St.",77,6,"Morgan St.",0,"Mid-Eastern Athletic",NA
"1643",2021-12-06,"New Mexico St.",78,"New Mexico",76,-2,"New Mexico",0,"Mountain West","Western Athletic"
"1644",2021-12-06,"North Carolina Central",67,"The Citadel",80,13,"The Citadel",0,"Southern","Mid-Eastern Athletic"
"1645",2021-12-06,"Presbyterian",66,"Morehead St.",71,5,"Morehead St.",0,"Ohio Valley","Big South"
"1646",2021-12-06,"San Jose St.",69,"Pepperdine",82,13,"Pepperdine",0,"West Coast","Mountain West"
"1647",2021-12-06,"Texas Southern",69,"Florida",54,-15,"Florida",0,"Southeastern","Southwest Athletic"
"1648",2021-12-06,"Towson",73,"Kent St.",58,-15,"Kent St.",0,"Mid-American","Colonial Athletic Association"
"1649",2021-12-06,"Voorhees",51,"Georgia St.",80,29,"Georgia St.",0,"Sun Belt",NA
"1650",2021-12-07,"Albany",52,"Yale",71,19,"Yale",0,"Ivy League","America East"
"1651",2021-12-07,"Belmont",64,"Saint Louis",59,-5,"Saint Louis",0,"Atlantic 10","Ohio Valley"
"1652",2021-12-07,"Boise St.",74,"Cal St. Northridge",48,-26,"Cal St. Northridge",0,"Big West","Mountain West"
"1653",2021-12-07,"Bradley",65,"Toledo",67,2,"Toledo",0,"Mid-American","Missouri Valley"
"1654",2021-12-07,"Brown",76,"Merrimack",56,-20,"Merrimack",0,"Northeast","Ivy League"
"1655",2021-12-07,"Bucknell",69,"Princeton",82,13,"Princeton",0,"Ivy League","Patriot League"
"1656",2021-12-07,"Butler",66,"Oklahoma",62,-4,"Oklahoma",0,"Big 12","Big East"
"1657",2021-12-07,"Champion Christian",67,"Houston Baptist",84,17,"Houston Baptist",0,"Southland",NA
"1658",2021-12-07,"Charleston",86,"Tulane",72,-14,"Tulane",0,"American Athletic","Colonial Athletic Association"
"1659",2021-12-07,"Charlotte",66,"Arkansas",86,20,"Arkansas",0,"Southeastern","Conference USA"
"1660",2021-12-07,"Columbia International",56,"Campbell",74,18,"Campbell",0,"Big South",NA
"1661",2021-12-07,"Dallas Christian",65,"Tarleton St.",84,19,"Tarleton St.",0,"Western Athletic",NA
"1662",2021-12-07,"Duquesne",67,"DePaul",87,20,"DePaul",0,"Big East","Atlantic 10"
"1663",2021-12-07,"East West",58,"Valparaiso",101,43,"Valparaiso",0,"Missouri Valley",NA
"1664",2021-12-07,"Eastern Illinois",44,"Missouri",72,28,"Missouri",0,"Southeastern","Ohio Valley"
"1665",2021-12-07,"Eastern Kentucky",68,"USC",80,12,"USC",0,"Pacific-12","Atlantic Sun"
"1666",2021-12-07,"Fairleigh Dickinson",55,"La Salle",81,26,"La Salle",0,"Atlantic 10","Northeast"
"1667",2021-12-07,"Florida Gulf Coast",69,"Florida A&M",55,-14,"Florida A&M",0,"Southwest Athletic","Atlantic Sun"
"1668",2021-12-07,"Furman",80,"Winthrop",85,5,"Winthrop",0,"Big South","Southern"
"1669",2021-12-07,"Guilford",59,"High Point",64,5,"High Point",0,"Big South",NA
"1670",2021-12-07,"Jacksonville",58,"Georgia",69,11,"Georgia",0,"Southeastern","Atlantic Sun"
"1671",2021-12-07,"Loyola Marymount",60,"Tulsa",55,-5,"Tulsa",0,"American Athletic","West Coast"
"1672",2021-12-07,"Massachusetts",76,"Northeastern",82,6,"Northeastern",0,"Colonial Athletic Association","Atlantic 10"
"1673",2021-12-07,"Michigan",102,"Nebraska",67,-35,"Nebraska",0,"Big Ten","Big Ten"
"1674",2021-12-07,"Mount St. Mary's",77,"Santa Clara",88,11,"Santa Clara",0,"West Coast","Northeast"
"1675",2021-12-07,"Navy",65,"George Mason",71,6,"George Mason",0,"Atlantic 10","Patriot League"
"1676",2021-12-07,"North Carolina A&T",71,"East Carolina",82,11,"East Carolina",0,"American Athletic","Big South"
"1677",2021-12-07,"North Dakota",71,"Cal Baptist",89,18,"Cal Baptist",0,"Western Athletic","Summit League"
"1678",2021-12-07,"North Dakota St.",49,"Montana St.",68,19,"Montana St.",0,"Big Sky","Summit League"
"1679",2021-12-07,"Oakland",72,"Bowling Green",73,1,"Bowling Green",0,"Mid-American","Horizon League"
"1680",2021-12-07,"Old Dominion",74,"William & Mary",59,-15,"William & Mary",0,"Colonial Athletic Association","Conference USA"
"1681",2021-12-07,"Purchase",40,"Army",97,57,"Army",0,"Patriot League",NA
"1682",2021-12-07,"Roosevelt",49,"Loyola Chicago",88,39,"Loyola Chicago",0,"Missouri Valley",NA
"1683",2021-12-07,"Sacred Heart",62,"Rhode Island",72,10,"Rhode Island",0,"Atlantic 10","Northeast"
"1684",2021-12-07,"South Dakota",69,"Northern Colorado",74,5,"Northern Colorado",0,"Big Sky","Summit League"
"1685",2021-12-07,"Southern",64,"Kentucky",76,12,"Kentucky",0,"Southeastern","Southwest Athletic"
"1686",2021-12-07,"Temple",72,"Vanderbilt",68,-4,"Vanderbilt",0,"Southeastern","American Athletic"
"1687",2021-12-07,"Texas Tech",57,"Tennessee",52,-5,"New York, NY",1,"Southeastern","Big 12"
"1688",2021-12-07,"UTEP",52,"Kansas",78,26,"Kansas City, MO",1,"Big 12","Conference USA"
"1689",2021-12-07,"Vermont",58,"Providence",68,10,"Providence",0,"Big East","America East"
"1690",2021-12-07,"Villanova",67,"Syracuse",53,-14,"New York, NY",1,"Atlantic Coast","Big East"
"1691",2021-12-07,"Virginia",49,"James Madison",52,3,"James Madison",0,"Colonial Athletic Association","Atlantic Coast"
"1692",2021-12-08,"Air Force",48,"Montana",66,18,"Montana",0,"Big Sky","Mountain West"
"1693",2021-12-08,"Alabama A&M",45,"North Alabama",56,11,"North Alabama",0,"Atlantic Sun","Southwest Athletic"
"1694",2021-12-08,"Arkansas St.",84,"Arkansas Pine Bluff",73,-11,"Arkansas Pine Bluff",0,"Southwest Athletic","Sun Belt"
"1695",2021-12-08,"Ball St.",50,"Xavier",96,46,"Xavier",0,"Big East","Mid-American"
"1696",2021-12-08,"Bethesda",69,"Long Beach St.",102,33,"Long Beach St.",0,"Big West","Pacific Christian Athletic"
"1697",2021-12-08,"Bluefield",57,"Marshall",100,43,"Marshall",0,"Conference USA",NA
"1698",2021-12-08,"Bluefield",57,"Marshall",100,43,"Marshall",0,"Conference USA",NA
"1699",2021-12-08,"Buffalo",77,"Western Kentucky",67,-10,"Western Kentucky",0,"Conference USA","Mid-American"
"1700",2021-12-08,"Cal St. Fullerton",56,"San Diego St.",66,10,"San Diego St.",0,"Mountain West","Big West"
"1701",2021-12-08,"Canisius",62,"Northern Kentucky",75,13,"Northern Kentucky",0,"Horizon League","Metro Atlantic Athletic"
"1702",2021-12-08,"Carver",43,"Georgia Southern",85,42,"Georgia Southern",0,"Sun Belt",NA
"1703",2021-12-08,"Central Michigan",77,"Youngstown St.",84,7,"Youngstown St.",0,"Horizon League","Mid-American"
"1704",2021-12-08,"Chattanooga",78,"UNC Asheville",73,-5,"UNC Asheville",0,"Big South","Southern"
"1705",2021-12-08,"Clarks Summit",58,"Maryland Eastern Shore",102,44,"Maryland Eastern Shore",0,"Mid-Eastern Athletic",NA
"1706",2021-12-08,"Connecticut",53,"West Virginia",56,3,"West Virginia",0,"Big 12","Big East"
"1707",2021-12-08,"Coppin St.",62,"George Washington",75,13,"George Washington",0,"Atlantic 10","Mid-Eastern Athletic"
"1708",2021-12-08,"Cornell",60,"Virginia Tech",93,33,"Virginia Tech",0,"Atlantic Coast","Ivy League"
"1709",2021-12-08,"Dayton",69,"SMU",77,8,"SMU",0,"American Athletic","Atlantic 10"
"1710",2021-12-08,"Drake",78,"Nebraska Omaha",70,-8,"Nebraska Omaha",0,"Summit League","Missouri Valley"
"1711",2021-12-08,"Eastern Washington",57,"Colorado",60,3,"Colorado",0,"Pacific-12","Big Sky"
"1712",2021-12-08,"Evansville",73,"Southeast Missouri St.",75,2,"Southeast Missouri St.",0,"Ohio Valley","Missouri Valley"
