"","Date","Away_team","Away_score","Home_team","Home_score","score_diff","site","nuetral","Home_conference","Away_conference"
"5022",2022-02-23,"Colgate",78,"Holy Cross",71,-7,"Holy Cross",0,"Patriot League","Patriot League"
"5023",2022-02-23,"Creighton",81,"St. John's",78,-3,"St. John's",0,"Big East","Big East"
"5024",2022-02-23,"Davidson",74,"Duquesne",50,-24,"Duquesne",0,"Atlantic 10","Atlantic 10"
"5025",2022-02-23,"Drake",71,"Valparaiso",65,-6,"Valparaiso",0,"Missouri Valley","Missouri Valley"
"5026",2022-02-23,"Duke",65,"Virginia",61,-4,"Virginia",0,"Atlantic Coast","Atlantic Coast"
"5027",2022-02-23,"Eastern Kentucky",68,"Jacksonville St.",81,13,"Jacksonville St.",0,"Atlantic Sun","Atlantic Sun"
"5028",2022-02-23,"Evansville",31,"Loyola Chicago",82,51,"Loyola Chicago",0,"Missouri Valley","Missouri Valley"
"5029",2022-02-23,"Florida Gulf Coast",82,"Liberty",72,-10,"Liberty",0,"Atlantic Sun","Atlantic Sun"
"5030",2022-02-23,"Furman",75,"Samford",83,8,"Samford",0,"Southern","Southern"
"5031",2022-02-23,"George Mason",66,"VCU",72,6,"VCU",0,"Atlantic 10","Atlantic 10"
"5032",2022-02-23,"Grand Canyon",85,"Chicago St.",64,-21,"Chicago St.",0,"Western Athletic","Western Athletic"
"5033",2022-02-23,"High Point",78,"North Carolina A&T",58,-20,"North Carolina A&T",0,"Big South","Big South"
"5034",2022-02-23,"Houston",81,"Tulane",67,-14,"Tulane",0,"American Athletic","American Athletic"
"5035",2022-02-23,"Illinois St.",69,"Southern Illinois",90,21,"Southern Illinois",0,"Missouri Valley","Missouri Valley"
"5036",2022-02-23,"James Madison",65,"Towson",84,19,"Towson",0,"Colonial Athletic Association","Colonial Athletic Association"
"5037",2022-02-23,"La Salle",54,"Fordham",60,6,"Fordham",0,"Atlantic 10","Atlantic 10"
"5038",2022-02-23,"Lafayette",60,"Boston University",76,16,"Boston University",0,"Patriot League","Patriot League"
"5039",2022-02-23,"Lipscomb",73,"Bellarmine",76,3,"Bellarmine",0,"Atlantic Sun","Atlantic Sun"
"5040",2022-02-23,"Louisiana",82,"Georgia Southern",69,-13,"Georgia Southern",0,"Sun Belt","Sun Belt"
"5041",2022-02-23,"Louisiana Monroe",70,"Georgia St.",82,12,"Georgia St.",0,"Sun Belt","Sun Belt"
"5042",2022-02-23,"Loyola MD",50,"Navy",52,2,"Navy",0,"Patriot League","Patriot League"
"5043",2022-02-23,"LSU",66,"Kentucky",71,5,"Kentucky",0,"Southeastern","Southeastern"
"5044",2022-02-23,"Massachusetts",61,"Dayton",82,21,"Dayton",0,"Atlantic 10","Atlantic 10"
"5045",2022-02-23,"Mississippi",64,"Auburn",77,13,"Auburn",0,"Southeastern","Southeastern"
"5046",2022-02-23,"Mississippi St.",56,"South Carolina",66,10,"South Carolina",0,"Southeastern","Southeastern"
"5047",2022-02-23,"New Hampshire",83,"NJIT",55,-28,"NJIT",0,"America East","America East"
"5048",2022-02-23,"North Florida",39,"Jacksonville",71,32,"Jacksonville",0,"Atlantic Sun","Atlantic Sun"
"5049",2022-02-23,"Northern Iowa",88,"Indiana St.",82,-6,"Indiana St.",0,"Missouri Valley","Missouri Valley"
"5050",2022-02-23,"Radford",66,"Longwood",71,5,"Longwood",0,"Big South","Big South"
"5051",2022-02-23,"Rutgers",62,"Michigan",71,9,"Michigan",0,"Big Ten","Big Ten"
"5052",2022-02-23,"South Florida",60,"East Carolina",64,4,"East Carolina",0,"American Athletic","American Athletic"
"5053",2022-02-23,"Stetson",71,"Kennesaw St.",75,4,"Kennesaw St.",0,"Atlantic Sun","Atlantic Sun"
"5054",2022-02-23,"Stony Brook",50,"UMass Lowell",67,17,"UMass Lowell",0,"America East","America East"
"5055",2022-02-23,"Syracuse",69,"Notre Dame",79,10,"Notre Dame",0,"Atlantic Coast","Atlantic Coast"
"5056",2022-02-23,"TCU",66,"Texas",75,9,"Texas",0,"Big 12","Big 12"
"5057",2022-02-23,"Texas St.",55,"South Alabama",52,-3,"South Alabama",0,"Sun Belt","Sun Belt"
"5058",2022-02-23,"The Citadel",71,"Mercer",67,-4,"Mercer",0,"Southern","Southern"
"5059",2022-02-23,"Tulsa",61,"SMU",75,14,"SMU",0,"American Athletic","American Athletic"
"5060",2022-02-23,"UMBC",92,"Hartford",85,-7,"Hartford",0,"America East","America East"
"5061",2022-02-23,"UNC Asheville",59,"Gardner Webb",60,1,"Gardner Webb",0,"Big South","Big South"
"5062",2022-02-23,"UT Arlington",53,"Troy",59,6,"Troy",0,"Sun Belt","Sun Belt"
"5063",2022-02-23,"Vermont",66,"Binghamton",49,-17,"Binghamton",0,"America East","America East"
"5064",2022-02-23,"Virginia Tech",62,"Georgia Tech",58,-4,"Georgia Tech",0,"Atlantic Coast","Atlantic Coast"
"5065",2022-02-23,"Wake Forest",69,"Clemson",80,11,"Clemson",0,"Atlantic Coast","Atlantic Coast"
"5066",2022-02-23,"Washington",70,"Washington St.",78,8,"Washington St.",0,"Pacific-12","Pacific-12"
"5067",2022-02-23,"West Virginia",81,"Iowa St.",84,3,"Iowa St.",0,"Big 12","Big 12"
"5068",2022-02-23,"Western Carolina",64,"UNC Greensboro",73,9,"UNC Greensboro",0,"Southern","Southern"
"5069",2022-02-23,"Wisconsin",68,"Minnesota",67,-1,"Minnesota",0,"Big Ten","Big Ten"
"5070",2022-02-23,"Wofford",83,"VMI",72,-11,"VMI",0,"Southern","Southern"
"5071",2022-02-23,"Wyoming",55,"Colorado St.",61,6,"Colorado St.",0,"Mountain West","Mountain West"
"5072",2022-02-23,"Xavier",92,"Providence",99,7,"Providence",0,"Big East","Big East"
"5073",2022-02-24,"Arizona",97,"Utah",77,-20,"Utah",0,"Pacific-12","Pacific-12"
"5074",2022-02-24,"Arizona St.",82,"Colorado",65,-17,"Colorado",0,"Pacific-12","Pacific-12"
"5075",2022-02-24,"Austin Peay",68,"SIU Edwardsville",64,-4,"SIU Edwardsville",0,"Ohio Valley","Ohio Valley"
"5076",2022-02-24,"Belmont",43,"Murray St.",76,33,"Murray St.",0,"Ohio Valley","Ohio Valley"
"5077",2022-02-24,"Bryant",86,"St. Francis NY",69,-17,"St. Francis NY",0,"Northeast","Northeast"
"5078",2022-02-24,"Buffalo",79,"Northern Illinois",68,-11,"Northern Illinois",0,"Mid-American","Mid-American"
"5079",2022-02-24,"Cal Baptist",71,"Dixie St.",61,-10,"Dixie St.",0,"Western Athletic","Western Athletic"
"5080",2022-02-24,"Cal Poly",54,"Hawaii",63,9,"Hawaii",0,"Big West","Big West"
"5081",2022-02-24,"Cal St. Northridge",57,"UC Riverside",79,22,"UC Riverside",0,"Big West","Big West"
"5082",2022-02-24,"Central Michigan",83,"Miami OH",69,-14,"Miami OH",0,"Mid-American","Mid-American"
"5083",2022-02-24,"Charleston",99,"Delaware",96,-3,"Delaware",0,"Colonial Athletic Association","Colonial Athletic Association"
"5084",2022-02-24,"Cleveland St.",67,"Detroit Mercy",74,7,"Detroit Mercy",0,"Horizon League","Horizon League"
"5085",2022-02-24,"Denver",91,"St. Thomas",80,-11,"St. Thomas",0,"Summit League","Summit League"
"5086",2022-02-24,"DePaul",68,"Georgetown",65,-3,"Georgetown",0,"Big East","Big East"
"5087",2022-02-24,"Eastern Washington",85,"Northern Colorado",76,-9,"Northern Colorado",0,"Big Sky","Big Sky"
"5088",2022-02-24,"Elon",81,"Hofstra",55,-26,"Hofstra",0,"Colonial Athletic Association","Colonial Athletic Association"
"5089",2022-02-24,"FIU",55,"Charlotte",64,9,"Charlotte",0,"Conference USA","NCAA"
"5090",2022-02-24,"Florida Atlantic",51,"Old Dominion",70,19,"Old Dominion",0,"Conference USA","Conference USA"
"5091",2022-02-24,"Gonzaga",89,"San Francisco",73,-16,"San Francisco",0,"West Coast","West Coast"
"5092",2022-02-24,"Green Bay",77,"Illinois Chicago",81,4,"Illinois Chicago",0,"Horizon League","Horizon League"
"5093",2022-02-24,"Idaho",51,"Sacramento St.",83,32,"Sacramento St.",0,"Big Sky","Big Sky"
"5094",2022-02-24,"Idaho St.",70,"Northern Arizona",66,-4,"Northern Arizona",0,"Big Sky","Big Sky"
"5095",2022-02-24,"Incarnate Word",68,"Houston Baptist",82,14,"Houston Baptist",0,"Southland","Southland"
"5096",2022-02-24,"Lamar",42,"Abilene Christian",77,35,"Abilene Christian",0,"Western Athletic","Western Athletic"
"5097",2022-02-24,"Louisiana Tech",83,"Rice",79,-4,"Rice",0,"Conference USA","Conference USA"
"5098",2022-02-24,"Loyola Marymount",59,"BYU",79,20,"BYU",0,"West Coast","West Coast"
"5099",2022-02-24,"Marshall",65,"Middle Tennessee",74,9,"Middle Tennessee",0,"Conference USA","Conference USA"
"5100",2022-02-24,"Maryland",64,"Indiana",74,10,"Indiana",0,"Big Ten","Big Ten"
"5101",2022-02-24,"Merrimack",74,"LIU",85,11,"LIU",0,"Northeast","Northeast"
"5102",2022-02-24,"Milwaukee",66,"IUPUI",54,-12,"IUPUI",0,"Horizon League","Horizon League"
"5103",2022-02-24,"Montana",74,"Southern Utah",82,8,"Southern Utah",0,"Big Sky","Big Sky"
"5104",2022-02-24,"Morehead St.",82,"Eastern Illinois",46,-36,"Eastern Illinois",0,"Ohio Valley","Ohio Valley"
"5105",2022-02-24,"Mount St. Mary's",65,"Sacred Heart",77,12,"Sacred Heart",0,"Northeast","Northeast"
"5106",2022-02-24,"Nebraska Omaha",76,"Western Illinois",88,12,"Western Illinois",0,"Summit League","Summit League"
"5107",2022-02-24,"New Orleans",79,"Southeastern Louisiana",84,5,"Southeastern Louisiana",0,"Southland","Southland"
"5108",2022-02-24,"Nicholls St.",80,"Northwestern St.",62,-18,"Northwestern St.",0,"Southland","Southland"
"5109",2022-02-24,"Ohio St.",86,"Illinois",83,-3,"Illinois",0,"Big Ten","Big Ten"
"5110",2022-02-24,"Portland",75,"Pacific",69,-6,"Pacific",0,"West Coast","West Coast"
"5111",2022-02-24,"Purdue Fort Wayne",81,"Oakland",70,-11,"Oakland",0,"Horizon League","Horizon League"
"5112",2022-02-24,"Robert Morris",64,"Northern Kentucky",78,14,"Northern Kentucky",0,"Horizon League","Horizon League"
"5113",2022-02-24,"Saint Mary's",60,"San Diego",46,-14,"San Diego",0,"West Coast","West Coast"
"5114",2022-02-24,"Sam Houston St.",67,"Stephen F. Austin",69,2,"Stephen F. Austin",0,"Western Athletic","Western Athletic"
"5115",2022-02-24,"Santa Clara",89,"Pepperdine",73,-16,"Pepperdine",0,"West Coast","West Coast"
"5116",2022-02-24,"Seattle",52,"Utah Valley",67,15,"Utah Valley",0,"Western Athletic","Western Athletic"
"5117",2022-02-24,"Siena",78,"Quinnipiac",71,-7,"Quinnipiac",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"5118",2022-02-24,"South Dakota",63,"UMKC",72,9,"UMKC",0,"Western Athletic","Summit League"
"5119",2022-02-24,"South Dakota St.",106,"Oral Roberts",102,-4,"Oral Roberts",0,"Summit League","Summit League"
"5120",2022-02-24,"Southern Miss",61,"North Texas",85,24,"North Texas",0,"Conference USA","Conference USA"
"5121",2022-02-24,"St. Francis PA",79,"Central Connecticut",63,-16,"Central Connecticut",0,"Northeast","Northeast"
"5122",2022-02-24,"Temple",64,"Memphis",78,14,"Memphis",0,"American Athletic","American Athletic"
"5123",2022-02-24,"Tennessee Martin",69,"Southeast Missouri St.",76,7,"Southeast Missouri St.",0,"Ohio Valley","Ohio Valley"
"5124",2022-02-24,"Tennessee St.",92,"Tennessee Tech",56,-36,"Tennessee Tech",0,"Ohio Valley","Ohio Valley"
"5125",2022-02-24,"Texas A&M Corpus Chris",65,"McNeese St.",53,-12,"McNeese St.",0,"Southland","Southland"
"5126",2022-02-24,"UAB",68,"UTSA",56,-12,"UTSA",0,"Conference USA","Conference USA"
"5127",2022-02-24,"UC Irvine",64,"Cal St. Fullerton",66,2,"Cal St. Fullerton",0,"Big West","Big West"
"5128",2022-02-24,"UC San Diego",87,"Long Beach St.",103,16,"Long Beach St.",0,"Big West","Big West"
"5129",2022-02-24,"UC Santa Barbara",76,"UC Davis",69,-7,"UC Davis",0,"Big West","Big West"
"5130",2022-02-24,"UCLA",63,"Oregon",68,5,"Oregon",0,"Pacific-12","Pacific-12"
"5131",2022-02-24,"UNC Wilmington",69,"Drexel",63,-6,"Drexel",0,"Colonial Athletic Association","Colonial Athletic Association"
"5132",2022-02-24,"USC",94,"Oregon St.",91,-3,"Oregon St.",0,"Pacific-12","Pacific-12"
"5133",2022-02-24,"USC Upstate",59,"Winthrop",89,30,"Winthrop",0,"Big South","Big South"
"5134",2022-02-24,"UT Rio Grande Valley",62,"Tarleton St.",75,13,"Tarleton St.",0,"Western Athletic","Western Athletic"
"5135",2022-02-24,"Wagner",86,"Fairleigh Dickinson",88,2,"Fairleigh Dickinson",0,"Northeast","Northeast"
"5136",2022-02-24,"Weber St.",75,"Portland St.",81,6,"Portland St.",0,"Big Sky","Big Sky"
"5137",2022-02-24,"William & Mary",28,"Northeastern",62,34,"Northeastern",0,"Colonial Athletic Association","Colonial Athletic Association"
"5138",2022-02-24,"Youngstown St.",71,"Wright St.",84,13,"Wright St.",0,"Horizon League","Horizon League"
"5139",2022-02-25,"Akron",91,"Ohio",83,-8,"Ohio",0,"Mid-American","Mid-American"
"5140",2022-02-25,"Appalachian St.",60,"Arkansas St.",62,2,"Arkansas St.",0,"Sun Belt","Sun Belt"
"5141",2022-02-25,"Canisius",65,"Iona",72,7,"Iona",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"5142",2022-02-25,"Coastal Carolina",68,"Little Rock",55,-13,"Little Rock",0,"Sun Belt","Sun Belt"
"5143",2022-02-25,"Harvard",67,"Princeton",74,7,"Princeton",0,"Ivy League","Ivy League"
"5144",2022-02-25,"Iowa",88,"Nebraska",78,-10,"Nebraska",0,"Big Ten","Big Ten"
"5145",2022-02-25,"Louisiana",58,"Georgia St.",65,7,"Georgia St.",0,"Sun Belt","Sun Belt"
"5146",2022-02-25,"Louisiana Monroe",75,"Georgia Southern",81,6,"Georgia Southern",0,"Sun Belt","Sun Belt"
"5147",2022-02-25,"Manhattan",56,"Marist",74,18,"Marist",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"5148",2022-02-25,"Niagara",68,"Rider",70,2,"Rider",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"5149",2022-02-25,"Northwestern",60,"Penn St.",67,7,"Penn St.",0,"Big Ten","Big Ten"
"5150",2022-02-25,"Saint Louis",66,"Richmond",68,2,"Richmond",0,"Atlantic 10","Atlantic 10"
"5151",2022-02-25,"Saint Peter's",70,"Monmouth",65,-5,"Monmouth",0,"Metro Atlantic Athletic","Metro Atlantic Athletic"
"5152",2022-02-25,"San Jose St.",52,"San Diego St.",77,25,"San Diego St.",0,"Mountain West","Mountain West"
"5153",2022-02-25,"Texas St.",66,"Troy",61,-5,"Troy",0,"Sun Belt","Sun Belt"
"5154",2022-02-25,"UT Arlington",52,"South Alabama",62,10,"South Alabama",0,"Sun Belt","Sun Belt"
"5155",2022-02-26,"Abilene Christian",71,"Stephen F. Austin",73,2,"Stephen F. Austin",0,"Western Athletic","Western Athletic"
"5156",2022-02-26,"Air Force",65,"New Mexico",69,4,"New Mexico",0,"Mountain West","Mountain West"
"5157",2022-02-26,"Alabama St.",65,"Alabama A&M",80,15,"Alabama A&M",0,"Southwest Athletic","Southwest Athletic"
"5158",2022-02-26,"Albany",50,"Stony Brook",66,16,"Stony Brook",0,"America East","America East"
"5159",2022-02-26,"Alcorn St.",72,"Prairie View A&M",69,-3,"Prairie View A&M",0,"Southwest Athletic","Southwest Athletic"
"5160",2022-02-26,"Arizona",63,"Colorado",79,16,"Colorado",0,"Pacific-12","Pacific-12"
"5161",2022-02-26,"Arizona St.",63,"Utah",61,-2,"Utah",0,"Pacific-12","Pacific-12"
"5162",2022-02-26,"Army",66,"Holy Cross",58,-8,"Holy Cross",0,"Patriot League","Patriot League"
"5163",2022-02-26,"Auburn",62,"Tennessee",67,5,"Tennessee",0,"Southeastern","Southeastern"
"5164",2022-02-26,"Austin Peay",64,"Eastern Illinois",52,-12,"Eastern Illinois",0,"Ohio Valley","Ohio Valley"
"5165",2022-02-26,"Bellarmine",58,"Eastern Kentucky",72,14,"Eastern Kentucky",0,"Atlantic Sun","Atlantic Sun"
"5166",2022-02-26,"Bethune Cookman",87,"Southern",84,-3,"Southern",0,"Southwest Athletic","Southwest Athletic"
"5167",2022-02-26,"Binghamton",62,"New Hampshire",66,4,"New Hampshire",0,"America East","America East"
"5168",2022-02-26,"Boise St.",86,"UNLV",76,-10,"UNLV",0,"Mountain West","Mountain West"
"5169",2022-02-26,"Boston University",78,"Bucknell",89,11,"Bucknell",0,"Patriot League","Patriot League"
"5170",2022-02-26,"Butler",56,"Marquette",64,8,"Marquette",0,"Big East","Big East"
"5171",2022-02-26,"Cal Baptist",54,"Utah Valley",63,9,"Utah Valley",0,"Western Athletic","Western Athletic"
"5172",2022-02-26,"Cal St. Bakersfield",50,"Hawaii",62,12,"Hawaii",0,"Big West","Big West"
"5173",2022-02-26,"Cal St. Fullerton",76,"UC San Diego",81,5,"UC San Diego",0,"Big West","Big West"
"5174",2022-02-26,"Cal St. Northridge",49,"UC Davis",68,19,"UC Davis",0,"Big West","Big West"
"5175",2022-02-26,"Central Arkansas",66,"Lipscomb",81,15,"Lipscomb",0,"Atlantic Sun","Atlantic Sun"
"5176",2022-02-26,"Charleston",79,"Drexel",80,1,"Drexel",0,"Colonial Athletic Association","Colonial Athletic Association"
"5177",2022-02-26,"Charleston Southern",86,"Winthrop",92,6,"Winthrop",0,"Big South","Big South"
"5178",2022-02-26,"Clemson",70,"Boston College",60,-10,"Boston College",0,"Atlantic Coast","Atlantic Coast"
"5179",2022-02-26,"Cleveland St.",57,"Oakland",65,8,"Oakland",0,"Horizon League","Horizon League"
"5180",2022-02-26,"Colorado St.",66,"Utah St.",55,-11,"Utah St.",0,"Mountain West","Mountain West"
"5181",2022-02-26,"Columbia",74,"Brown",81,7,"Brown",0,"Ivy League","Ivy League"
"5182",2022-02-26,"Coppin St.",50,"Maryland Eastern Shore",70,20,"Maryland Eastern Shore",0,"Mid-Eastern Athletic","Mid-Eastern Athletic"
"5183",2022-02-26,"Creighton",51,"Providence",72,21,"Providence",0,"Big East","Big East"
"5184",2022-02-26,"Dayton",60,"La Salle",62,2,"La Salle",0,"Atlantic 10","Atlantic 10"
"5185",2022-02-26,"Denver",83,"Western Illinois",77,-6,"Western Illinois",0,"Summit League","Summit League"
"5186",2022-02-26,"Duke",97,"Syracuse",72,-25,"Syracuse",0,"Atlantic Coast","Atlantic Coast"
"5187",2022-02-26,"Duquesne",54,"Rhode Island",70,16,"Rhode Island",0,"Atlantic 10","Atlantic 10"
"5188",2022-02-26,"Eastern Michigan",64,"Ball St.",75,11,"Ball St.",0,"Mid-American","Mid-American"
"5189",2022-02-26,"Eastern Washington",75,"Sacramento St.",81,6,"Sacramento St.",0,"Big Sky","Big Sky"
"5190",2022-02-26,"Elon",67,"Northeastern",54,-13,"Northeastern",0,"Colonial Athletic Association","Colonial Athletic Association"
"5191",2022-02-26,"Fairleigh Dickinson",77,"LIU",84,7,"LIU",0,"Northeast","Northeast"
"5192",2022-02-26,"FIU",63,"Old Dominion",83,20,"Old Dominion",0,"Conference USA","NCAA"
"5193",2022-02-26,"Florida",84,"Georgia",72,-12,"Georgia",0,"Southeastern","Southeastern"
"5194",2022-02-26,"Florida A&M",79,"Grambling St.",73,-6,"Grambling St.",0,"Southwest Athletic","Southwest Athletic"
"5195",2022-02-26,"Florida Atlantic",74,"Charlotte",69,-5,"Charlotte",0,"Conference USA","Conference USA"
"5196",2022-02-26,"Florida St.",64,"Virginia",63,-1,"Virginia",0,"Atlantic Coast","Atlantic Coast"
"5197",2022-02-26,"Fordham",45,"Davidson",66,21,"Davidson",0,"Atlantic 10","Atlantic 10"
"5198",2022-02-26,"Furman",94,"The Citadel",59,-35,"The Citadel",0,"Southern","Southern"
"5199",2022-02-26,"Gardner Webb",70,"USC Upstate",72,2,"USC Upstate",0,"Big South","Big South"
"5200",2022-02-26,"Georgia Tech",56,"Notre Dame",90,34,"Notre Dame",0,"Atlantic Coast","Atlantic Coast"
"5201",2022-02-26,"Gonzaga",57,"Saint Mary's",67,10,"Saint Mary's",0,"West Coast","West Coast"
"5202",2022-02-26,"Green Bay",67,"IUPUI",41,-26,"IUPUI",0,"Horizon League","Horizon League"
"5203",2022-02-26,"Hampton",77,"High Point",88,11,"High Point",0,"Big South","Big South"
"5204",2022-02-26,"Idaho",94,"Northern Colorado",98,4,"Northern Colorado",0,"Big Sky","Big Sky"
"5205",2022-02-26,"Idaho St.",69,"Portland St.",73,4,"Portland St.",0,"Big Sky","Big Sky"
"5206",2022-02-26,"Incarnate Word",69,"McNeese St.",67,-2,"McNeese St.",0,"Southland","Southland"
"5207",2022-02-26,"Indiana St.",66,"Illinois St.",86,20,"Illinois St.",0,"Missouri Valley","Missouri Valley"
"5208",2022-02-26,"Iowa St.",74,"Kansas St.",73,-1,"Kansas St.",0,"Big 12","Big 12"
"5209",2022-02-26,"Jackson St.",66,"Texas Southern",81,15,"Texas Southern",0,"Southwest Athletic","Southwest Athletic"
"5210",2022-02-26,"Jacksonville",69,"Florida Gulf Coast",76,7,"Florida Gulf Coast",0,"Atlantic Sun","Atlantic Sun"
"5211",2022-02-26,"Kansas",70,"Baylor",80,10,"Baylor",0,"Big 12","Big 12"
"5212",2022-02-26,"Kennesaw St.",93,"Liberty",100,7,"Liberty",0,"Atlantic Sun","Atlantic Sun"
"5213",2022-02-26,"Kent St.",73,"Central Michigan",71,-2,"Central Michigan",0,"Mid-American","Mid-American"
"5214",2022-02-26,"Kentucky",73,"Arkansas",75,2,"Arkansas",0,"Southeastern","Southeastern"
"5215",2022-02-26,"Lamar",49,"Tarleton St.",57,8,"Tarleton St.",0,"Western Athletic","Western Athletic"
"5216",2022-02-26,"Lehigh",78,"Lafayette",58,-20,"Lafayette",0,"Patriot League","Patriot League"
"5217",2022-02-26,"Long Beach St.",72,"UC Irvine",77,5,"UC Irvine",0,"Big West","Big West"
"5218",2022-02-26,"Longwood",60,"Campbell",55,-5,"Campbell",0,"Big South","Big South"
"5219",2022-02-26,"Louisiana Tech",49,"North Texas",56,7,"North Texas",0,"Conference USA","Conference USA"
"5220",2022-02-26,"Louisville",77,"Wake Forest",99,22,"Wake Forest",0,"Atlantic Coast","Atlantic Coast"
"5221",2022-02-26,"Loyola Chicago",96,"Northern Iowa",102,6,"Northern Iowa",0,"Missouri Valley","Missouri Valley"
"5222",2022-02-26,"Loyola MD",55,"American",65,10,"American",0,"Patriot League","Patriot League"
"5223",2022-02-26,"Maine",79,"UMBC",93,14,"UMBC",0,"America East","America East"
"5224",2022-02-26,"Mercer",67,"Wofford",74,7,"Wofford",0,"Southern","Southern"
"5225",2022-02-26,"Merrimack",72,"St. Francis NY",52,-20,"St. Francis NY",0,"Northeast","Northeast"
"5226",2022-02-26,"Miami OH",73,"Toledo",88,15,"Toledo",0,"Mid-American","Mid-American"
"5227",2022-02-26,"Milwaukee",58,"Illinois Chicago",71,13,"Illinois Chicago",0,"Horizon League","Horizon League"
"5228",2022-02-26,"Mississippi Valley St.",79,"Arkansas Pine Bluff",93,14,"Arkansas Pine Bluff",0,"Southwest Athletic","Southwest Athletic"
"5229",2022-02-26,"Missouri",55,"LSU",75,20,"LSU",0,"Southeastern","Southeastern"
"5230",2022-02-26,"Missouri St.",88,"Evansville",79,-9,"Evansville",0,"Missouri Valley","Missouri Valley"
"5231",2022-02-26,"Morehead St.",70,"SIU Edwardsville",77,7,"SIU Edwardsville",0,"Ohio Valley","Ohio Valley"
"5232",2022-02-26,"Morgan St.",76,"Delaware St.",69,-7,"Delaware St.",0,"Mid-Eastern Athletic","Mid-Eastern Athletic"
"5233",2022-02-26,"Mount St. Mary's",65,"Central Connecticut",46,-19,"Central Connecticut",0,"Northeast","Northeast"
"5234",2022-02-26,"Murray St.",70,"Southeast Missouri St.",68,-2,"Southeast Missouri St.",0,"Ohio Valley","Ohio Valley"
"5235",2022-02-26,"Navy",69,"Colgate",74,5,"Colgate",0,"Patriot League","Patriot League"
"5236",2022-02-26,"Nebraska Omaha",74,"St. Thomas",95,21,"St. Thomas",0,"Summit League","Summit League"
"5237",2022-02-26,"Nevada",61,"Wyoming",74,13,"Wyoming",0,"Mountain West","Mountain West"
"5238",2022-02-26,"New Mexico St.",59,"Chicago St.",61,2,"Chicago St.",0,"Western Athletic","Western Athletic"
"5239",2022-02-26,"New Orleans",77,"Northwestern St.",87,10,"Northwestern St.",0,"Southland","Southland"
"5240",2022-02-26,"Nicholls St.",81,"Southeastern Louisiana",83,2,"Southeastern Louisiana",0,"Southland","Southland"
"5241",2022-02-26,"NJIT",62,"Hartford",83,21,"Hartford",0,"America East","America East"
"5242",2022-02-26,"North Alabama",52,"Jacksonville St.",69,17,"Jacksonville St.",0,"Atlantic Sun","Atlantic Sun"
"5243",2022-02-26,"North Carolina",84,"N.C. State",74,-10,"N.C. State",0,"Big Sky","Atlantic Coast"
"5244",2022-02-26,"North Carolina Central",67,"Howard",77,10,"Howard",0,"Mid-Eastern Athletic","Mid-Eastern Athletic"
"5245",2022-02-26,"North Dakota St.",79,"North Dakota",53,-26,"North Dakota",0,"Summit League","Summit League"
"5246",2022-02-26,"North Florida",74,"Stetson",69,-5,"Stetson",0,"Atlantic Sun","Atlantic Sun"
"5247",2022-02-26,"Northern Illinois",60,"Buffalo",70,10,"Buffalo",0,"Mid-American","Mid-American"
"5248",2022-02-26,"Oklahoma St.",62,"Oklahoma",66,4,"Oklahoma",0,"Big 12","Big 12"
"5249",2022-02-26,"Pacific",77,"Loyola Marymount",90,13,"Loyola Marymount",0,"West Coast","West Coast"
"5250",2022-02-26,"Penn",70,"Dartmouth",84,14,"Dartmouth",0,"Ivy League","Ivy League"
"5251",2022-02-26,"Pepperdine",59,"BYU",75,16,"BYU",0,"West Coast","West Coast"
"5252",2022-02-26,"Portland",89,"Santa Clara",102,13,"Santa Clara",0,"West Coast","West Coast"
"5253",2022-02-26,"Presbyterian",96,"UNC Asheville",98,2,"UNC Asheville",0,"Big South","Big South"
"5254",2022-02-26,"Purdue",65,"Michigan St.",68,3,"Michigan St.",0,"Big Ten","Big Ten"
"5255",2022-02-26,"Purdue Fort Wayne",81,"Detroit Mercy",78,-3,"Detroit Mercy",0,"Horizon League","Horizon League"
"5256",2022-02-26,"Radford",62,"North Carolina A&T",53,-9,"North Carolina A&T",0,"Big South","Big South"
"5257",2022-02-26,"Robert Morris",61,"Wright St.",71,10,"Wright St.",0,"Horizon League","Horizon League"
"5258",2022-02-26,"Sam Houston St.",41,"Grand Canyon",67,26,"Grand Canyon",0,"Western Athletic","Western Athletic"
"5259",2022-02-26,"Samford",57,"Chattanooga",70,13,"Chattanooga",0,"Southern","Southern"
"5260",2022-02-26,"San Francisco",78,"San Diego",62,-16,"San Diego",0,"West Coast","West Coast"
"5261",2022-02-26,"Seattle",73,"Dixie St.",65,-8,"Dixie St.",0,"Western Athletic","Western Athletic"
"5262",2022-02-26,"Seton Hall",82,"Xavier",66,-16,"Xavier",0,"Big East","Big East"
"5263",2022-02-26,"South Carolina",71,"Alabama",90,19,"Alabama",0,"Southeastern","Southeastern"
"5264",2022-02-26,"South Carolina St.",59,"Norfolk St.",63,4,"Norfolk St.",0,"Mid-Eastern Athletic","Mid-Eastern Athletic"
"5265",2022-02-26,"South Dakota",92,"Oral Roberts",87,-5,"Oral Roberts",0,"Summit League","Summit League"
